place_id,place_name,district,province_or_city,latitude,longitude,category,interest_tags,cost_level,estimated_duration,indoor_outdoor,contact,review_count,popularity_level,hidden_gem_score,source,last_updated
inzira_5732112123,Zamzam,Rubavu,Western Province,-1.6822066,29.2498573,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_5778707353,The Bistro,Nyarugenge,Kigali City,-1.948866,30.0689605,Food & Drink,"restaurant, international",Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_5778887301,Java House,Kicukiro,Kigali City,-1.9530624,30.0931429,Café,coffee,Moderate,1-2 hours,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_5778887302,Delizia Italia,Kicukiro,Kigali City,-1.9529477,30.0930185,Food & Drink,"restaurant, italian;ice_cream",Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_5778887306,Riders Lounge,Kicukiro,Kigali City,-1.9526831,30.0926995,Food & Drink,"restaurant, international",Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_5778887307,The Fork,Kicukiro,Kigali City,-1.9528775,30.0928765,Food & Drink,"restaurant, regional;buffet",Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_5779024315,Local banana beer bar,Musanze,Northern Province,-1.5221266,29.7200668,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_5779024316,Local sorghum beer bar,Musanze,Northern Province,-1.522194,29.7199047,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_5803468767,Rosty,Kicukiro,Kigali City,-1.9596371,30.1103472,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_5803476911,Camellia,Nyarugenge,Kigali City,-1.9450231,30.0612544,Café,coffee,Moderate,1-2 hours,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_5803818356,Nehemiah's Best Coffee,Huye,Southern Province,-2.607012,29.7388108,Café,coffee,Moderate,1-2 hours,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_5808988979,Restaurant Vitamino,Rusizi,Western Province,-2.4785896,28.9098892,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_5812443402,Karongi Market,Karongi,Western Province,-2.0692124,29.3507065,Markets & Shopping,shopping,Budget,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_5813030053,Brachetto,Nyarugenge,Kigali City,-1.940752,30.0954877,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_5814720853,Fab Lab,Nyarugenge,Kigali City,-1.9444754,30.0893534,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_5822789554,Borneo coffeeshop and Restaurant,Nyarugenge,Kigali City,-1.9341132,30.0617039,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_5846669585,Bar Kumakaro,Nyarugenge,Kigali City,-1.9406235,30.0494609,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_5891302685,Belle Vie,Ngoma,Eastern Province,-2.1577578,30.54577,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_5896208938,Rooftop Caf,Nyarugenge,Kigali City,-1.9498599,30.0911784,Café,"wifi, coffee",Moderate,1-2 hours,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6036359887,Rwesero Beach,Gasabo,Kigali City,-1.8028969,30.179931,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6063288086,No name,Rubavu,Western Province,-1.7396131,29.2748233,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6108892313,Cantine Ikaze,Kicukiro,Kigali City,-1.961335,30.1125255,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6108895503,Wailers Lodge - Restaurant & Bar,Kicukiro,Kigali City,-1.9614237,30.1122978,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6209321730,O'Tamarillo,Nyarugenge,Kigali City,-1.9564433,30.0666325,Food & Drink,"restaurant, french",Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6246724385,Magnificat,Karongi,Western Province,-2.0625809,29.3471176,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6260316286,Sky Nevada,Rubavu,Western Province,-1.6917972,29.2628572,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6261621886,Pad Thai,Gasabo,Kigali City,-1.9267068,30.1107211,Food & Drink,"restaurant, thai",Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6262560485,Khana Khazana Nyarutarama,Kicukiro,Kigali City,-1.949534,30.1029927,Food & Drink,"restaurant, indian",Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6263685819,New Life Restaurant,Kirehe,Eastern Province,-2.2748543,30.674714,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6263703402,Pacis Bar,Kirehe,Eastern Province,-2.2746787,30.6751656,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6263703495,Kirehe New Nectar Bar,Kirehe,Eastern Province,-2.274729,30.6749798,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6263703497,Sunrise Bar,Kirehe,Eastern Province,-2.2657892,30.6533228,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6263703502,Urugiro,Kirehe,Eastern Province,-2.2778062,30.5871569,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6263703506,Bar One Love,Kirehe,Eastern Province,-2.2827204,30.5606387,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6263703786,Online Bar,Kirehe,Eastern Province,-2.3513913,30.7589687,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6263703887,Restaurant Chalom,Kirehe,Eastern Province,-2.2749348,30.6745543,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6263830387,Africa Jacana Restaurant,Kayonza,Eastern Province,-1.902923,30.5075358,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6263838697,Mama Doreen,Kayonza,Eastern Province,-1.9007854,30.507852,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6263914186,Omega Bar,Rwamagana,Eastern Province,-1.9488401,30.4233966,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6264042286,Dolce Vita Bar and Restaurant,Kicukiro,Kigali City,-1.9814716,30.2107625,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6264042685,Green Square,Kicukiro,Kigali City,-1.9846138,30.1932094,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6264070686,Giramata,Kicukiro,Kigali City,-1.959795,30.1202199,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6264216386,Twistiblendz smoothies,Nyarugenge,Kigali City,-1.9543643,30.0806847,Café,coffee,Moderate,1-2 hours,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6264217785,Chapati,Nyarugenge,Kigali City,-1.9543712,30.0805966,Café,coffee,Moderate,1-2 hours,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6267349586,Bar Resto,Nyarugenge,Kigali City,-1.9424392,30.0440661,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6267349587,Mama Boy,Nyarugenge,Kigali City,-1.9422041,30.0446537,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6267363162,Cantine Nyabugogo,Nyarugenge,Kigali City,-1.9405785,30.0440193,Café,coffee,Moderate,1-2 hours,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6267369589,Iriza,Nyarugenge,Kigali City,-1.9417721,30.0454194,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6267369590,Amahoro,Nyarugenge,Kigali City,-1.941479,30.0445964,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6267369694,Farmers,Nyarugenge,Kigali City,-1.9413093,30.0449786,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6267369697,Special Menu,Nyarugenge,Kigali City,-1.9416678,30.0455743,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6267371095,Elfer Restaurant,Nyarugenge,Kigali City,-1.9401677,30.0449574,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6267397708,The Yummy Food,Nyarugenge,Kigali City,-1.9407136,30.0440548,Café,coffee,Moderate,1-2 hours,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6267435187,Chez Muganga,Nyarugenge,Kigali City,-1.9477657,30.0273684,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6267443485,Chez Maman,Nyarugenge,Kigali City,-1.9435766,30.0381091,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6267594597,Petit Bruxelles,Musanze,Northern Province,-1.5086314,29.642537,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6267661690,Superior Bar,Musanze,Northern Province,-1.5001161,29.6232706,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6267679786,Amani,Nyabihu,Western Province,-1.5581334,29.5538948,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6267689593,Paradis,Nyabihu,Western Province,-1.6384556,29.4016237,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6267749990,Ikazu,Rubavu,Western Province,-1.6501934,29.3741896,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6267772785,Credo,Nyabihu,Western Province,-1.6453154,29.3829587,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6267772788,Bonanza Sports,Rubavu,Western Province,-1.7021447,29.3276692,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6267805787,One Degree South,Rubavu,Western Province,-1.7073847,29.2632571,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6273677586,Marantha,Musanze,Northern Province,-1.5559216,29.5550254,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6273716585,Amharo,Musanze,Northern Province,-1.5110425,29.642121,Café,coffee,Moderate,1-2 hours,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6273716986,Shama,Musanze,Northern Province,-1.5114202,29.6420779,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6273753087,Up Town,Musanze,Northern Province,-1.5103911,29.6420026,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6273753386,Panama Club,Musanze,Northern Province,-1.5094144,29.6444105,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6273806686,Kimaranzara,Gakenke,Northern Province,-1.6630069,29.887522,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6276434586,Zebra Pub,Kicukiro,Kigali City,-1.9602839,30.1113576,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6285337994,cafeteria and bakery,Musanze,Northern Province,-1.4953699,29.6402719,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6285338491,Bar,Karongi,Western Province,-2.1369062,29.3164341,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6293758595,Belge Frites,Nyarugenge,Kigali City,-1.949374,30.0598149,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6304072485,Kingfisher Beach Restaurant,Huye,Southern Province,-2.6031829,29.7398703,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6364395561,Kibirizi market,Karongi,Western Province,-2.0607326,29.4083364,Markets & Shopping,shopping,Budget,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6385389119,Kingfisher Beach Restaurant,Gasabo,Kigali City,-1.8066737,30.1796277,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,Phone: +250782398856,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_6385426624,Inka Steakhouse,Kicukiro,Kigali City,-1.960852,30.0952186,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,Phone: +250780302666,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_6417940385,Al Mannu,Nyarugenge,Kigali City,-1.9641487,30.0600311,Café,"wifi, coffee",Moderate,1-2 hours,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6423920486,Green Corner,Nyarugenge,Kigali City,-1.9742532,30.0475291,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6482235785,Borno,Nyarugenge,Kigali City,-1.9594743,30.0837062,Food & Drink,"restaurant, indonesian",Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6482744687,Lavana,Nyarugenge,Kigali City,-1.9598403,30.0829331,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6592797497,Zenith Restaurant,Nyarugenge,Kigali City,-1.9522267,30.0818108,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6622521685,Monmartse Korean Restaurant,Musanze,Northern Province,-1.5030979,29.634348,Food & Drink,"restaurant, korean",Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6629597488,Skyblue,Musanze,Northern Province,-1.5013626,29.641032,Food & Drink,"restaurant, barbecue;local",Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6629597489,Tequila caf,Kicukiro,Kigali City,-1.9969526,30.119294,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6629666285,Inema Cafe,Nyarugenge,Kigali City,-1.9416897,30.0908973,Café,coffee,Moderate,1-2 hours,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6631330185,Lamane Caf and Bakery,Kicukiro,Kigali City,-1.9755604,30.1082852,Food & Drink,"restaurant, wifi",Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6649420585,Bistro Restaurant & Wine Garage,Rubavu,Western Province,-1.6995963,29.2557925,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,Phone: +250 (0) 785 368825,unknown,Medium,9,OpenStreetMap,2026-06-09
inzira_6649420685,White Rock Bistro,Rubavu,Western Province,-1.6976935,29.250328,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,Phone: +250783000935,unknown,Medium,9,OpenStreetMap,2026-06-09
inzira_6651016388,Lakeside Restaurant & Beach Bar,Rubavu,Western Province,-1.7083735,29.2642141,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,Phone: +250 (0) 787775405,unknown,Medium,9,OpenStreetMap,2026-06-09
inzira_6653418985,Restaurant Jimmy Samson,Rutsiro,Western Province,-1.9480239,29.3441262,Food & Drink,"restaurant, african",Moderate,1-2 hours,Mixed,Phone: +250785070444,unknown,Medium,9,OpenStreetMap,2026-06-09
inzira_6754222321,Baso Ptissier,Nyarugenge,Kigali City,-1.9557698,30.0659408,Café,coffee,Moderate,1-2 hours,Indoor,Website: http://www.basopatissier.com/,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_6796670185,Sailors Caf,Karongi,Western Province,-2.070389,29.3526137,Café,coffee,Moderate,1-2 hours,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6796678285,Joyce Restaurant,Karongi,Western Province,-2.0703629,29.3524279,Food & Drink,"restaurant, regional;african",Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6799268185,Vivo Restaurant,Rubavu,Western Province,-1.6963393,29.2626196,Food & Drink,"restaurant, regional;african;local",Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6828627210,Fantastic Restaurant,Nyarugenge,Kigali City,-1.9424688,30.061417,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_6846615886,Milk bar,Nyarugenge,Kigali City,-1.9656686,30.059581,Food & Drink,"restaurant, wifi",Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_7144770085,Esta Cafe,Nyarugenge,Kigali City,-1.942748,30.0608083,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_7160197689,Coffe Shop,Kayonza,Eastern Province,-1.9024854,30.5062532,Café,coffee,Moderate,1-2 hours,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_7160197690,Pizza Inn,Kayonza,Eastern Province,-1.9017381,30.506667,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_7169831691,Paradise Rwanda Restobar,Nyarugenge,Kigali City,-1.9358988,30.0846998,Food & Drink,"restaurant, indian",Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_7184091187,Twin Lakes View Bar,Burera,Northern Province,-1.4524159,29.7458113,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_7243827822,Barista for Better,Nyarugenge,Kigali City,-1.9736591,30.0769615,Café,coffee,Moderate,1-2 hours,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_7678312088,Camellia,Nyarugenge,Kigali City,-1.9472358,30.0596269,Café,coffee,Moderate,1-2 hours,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_7681148959,Kraft Caf,Nyarugenge,Kigali City,-1.9325187,30.0722829,Café,coffee,Moderate,1-2 hours,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_7705067025,360 Degrees Pizza,Kicukiro,Kigali City,-1.9528934,30.0929006,Food & Drink,"restaurant, pizza;italian",Moderate,1-2 hours,Mixed,Website: http://360degreespizza.rw/,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_7829426785,Mocha Caf,Gasabo,Kigali City,-1.9263555,30.0914356,Café,"wifi, coffee",Moderate,1-2 hours,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_7831575005,Blackstone Lounge kigali,Kicukiro,Kigali City,-1.9527306,30.0919645,Food & Drink,"restaurant, pizza;burger",Moderate,1-2 hours,Mixed,Phone: +250785037081,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_8072094982,Tung Chinese Cuisine,Kicukiro,Kigali City,-1.9434823,30.099766,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_8072098433,Billy's Bistro & Bar,Kicukiro,Kigali City,-1.9435308,30.099734,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_8072145772,Delhi Darbar Indian Restaurant,Gasabo,Kigali City,-1.9330463,30.0985556,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_8074043351,Shokola Caf,Nyarugenge,Kigali City,-1.9347796,30.0788009,Café,coffee,Moderate,1-2 hours,Indoor,Phone: +250788350530 | Website: https://www.shokolacafe.com/,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_8097867520,Kayonza,Kayonza,Eastern Province,-1.8941327,30.4712614,Café,coffee,Moderate,1-2 hours,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_8360433589,Soy,Nyarugenge,Kigali City,-1.9473869,30.0785332,Food & Drink,"restaurant, asian",Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_8416289605,Tally Bakery & Cafe,Kicukiro,Kigali City,-1.9618783,30.1204608,Café,coffee,Moderate,1-2 hours,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_8441495849,The Fish Pub,Rwamagana,Eastern Province,-1.8771895,30.3461283,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_8541113808,Meza Malonga,Kicukiro,Kigali City,-1.9561038,30.1054954,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,Website: https://mezamalonga.com/,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_8581619011,La Charit,Kicukiro,Kigali City,-1.9938061,30.1916201,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_8672759612,Kagugu Minimarket,Gasabo,Kigali City,-1.9183711,30.0909148,Markets & Shopping,shopping,Budget,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_8700821886,Haute Baso,Gasabo,Kigali City,-1.9241817,30.0917539,Food & Drink,"restaurant, wifi",Moderate,1-2 hours,Mixed,Website: https://www.hautebaso.com/,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_8715006329,Hashtag,Gasabo,Kigali City,-1.9375869,30.1014296,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_8715006875,La Villa Cafes & Suits,Gasabo,Kigali City,-1.9320227,30.0987788,Café,coffee,Moderate,1-2 hours,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_8715023326,Dae Jang Guem Korean Restaurant,Gasabo,Kigali City,-1.9361382,30.0994032,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_8807396135,Kurry Kingdom,Nyarugenge,Kigali City,-1.9456456,30.0891156,Food & Drink,"restaurant, indian",Moderate,1-2 hours,Mixed,Phone: +250 787605789 | Website: https://www.kurrykingdom.rw/,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_8838293784,Bwok,Nyarugenge,Kigali City,-1.9467122,30.0796326,Café,"wifi, accessible, coffee",Moderate,1-2 hours,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_8847828030,Rubia Coffee Roasters,Nyarugenge,Kigali City,-1.9510858,30.0846443,Café,coffee,Moderate,1-2 hours,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_8856571922,Downtown Bistro,Nyarugenge,Kigali City,-1.9460536,30.0614763,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_8862840708,Coffee Corner,Nyarugenge,Kigali City,-1.9454256,30.0637697,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_8964637611,Sanza Restaurant,Kicukiro,Kigali City,-1.9601916,30.0950909,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_9073405218,Fusion Restaurant,Nyarugenge,Kigali City,-1.9473796,30.0650917,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,Phone: +250782000001 | Website: https://heavenrwanda.com/fusion-restaurant.php,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_9074346023,Momento,Kicukiro,Kigali City,-1.9589281,30.111559,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_9074366250,SiZling Plates,Kicukiro,Kigali City,-1.9517497,30.1153267,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_9198957921,Caf Indabo,Nyarugenge,Kigali City,-1.9606523,30.068589,Café,coffee,Moderate,1-2 hours,Indoor,Phone: +250 788 724 292,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_9205288997,EBIS Restaurant,Huye,Southern Province,-2.5995768,29.7426099,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_9337166588,LAbidjanaise,Kicukiro,Kigali City,-1.9626643,30.1056769,Food & Drink,"restaurant, ivorian",Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
